Day,Status,Market Window,> 21e,Cash -/+,Beg NLV,End NLV,Daily $ Change,Daily % Change,% Invested,SPY,Nasdaq,Market_Action,Keywords,Score
2025-08-19,,,,0.0,187731.9,182829.26,-4902.64,-2.61%,0.0,638.0410766601562,21314.94921875,,,
2025-08-18,,,,0.0,187883.8,187731.9,-151.9,-0.08%,0.0,641.5214233398438,21629.76953125,,,
2025-08-15,,,,0.0,189589.99,187883.8,-1706.19,-0.90%,0.0,641.6610717773438,21622.98046875,,,
2025-08-14,,,,0.0,190889.62,189589.99,-1299.63,-0.68%,0.0,643.1668701171875,21710.669921875,,,
2025-08-13,,,,0.0,189904.36,190889.62,985.26,0.52%,0.0,643.1070556640625,21713.140625,,,
2025-08-12,,,,0.0,184931.81,189904.36,4972.55,2.69%,0.0,640.9131469726562,21681.900390625,,,
2025-08-11,,,,0.0,184412.69,184931.81,519.12,0.28%,0.0,634.1618041992188,21385.400390625,,,
2025-08-08,,,,0.0,181935.9,184412.69,2476.79,1.36%,0.0,635.4183349609375,21450.01953125,,,
2025-08-07,,,,0.0,179642.71,181935.9,2293.19,1.28%,0.0,630.501953125,21242.69921875,,,
2025-08-06,,,,0.0,175660.28,179642.71,3982.43,2.27%,0.0,631.030517578125,21169.419921875,,,
2025-08-05,,,,0.0,179991.26,175660.28,-4330.98,-2.41%,0.0,626.2337646484375,20916.55078125,,,
2025-08-04,,,,0.0,172182.83,179991.26,7808.43,4.53%,0.0,629.4249267578125,21053.580078125,,,
2025-08-01,,,,0.0,179534.42,172182.83,-7351.59,-4.09%,0.0,620.0010375976562,20650.130859375,,,
2025-07-31,,,,0.0,183425.69,179534.42,-3891.27,-2.12%,0.0,630.3324584960938,21122.44921875,,,
2025-07-30,,,,0.0,181461.13,183425.69,1964.56,1.08%,0.0,632.7058715820312,21129.669921875,,,
2025-07-29,,,,0.0,182429.6,181461.13,-968.47,-0.53%,0.0,633.503662109375,21098.2890625,,,
2025-07-28,,,,0.0,180415.38,182429.6,2014.22,1.12%,0.0,635.1790161132812,21178.580078125,,,
2025-07-25,,,,0.0,179781.05,180415.38,634.33,0.35%,0.0,635.3385620117188,21108.3203125,,,
2025-07-24,,,,0.0,180229.49,179781.05,-448.44,-0.25%,0.0,632.6659545898438,21057.9609375,,,
2025-07-23,,,,0.0,177606.44,180229.49,2623.05,1.48%,0.0,632.4566040039062,21020.01953125,,,
2025-07-22,,,,0.0,178745.06,177606.44,-1138.62,-0.64%,0.0,627.121337890625,20892.689453125,,,
2025-07-21,,,,0.0,178244.04,178745.06,501.02,0.28%,0.0,627.0316162109375,20974.1796875,,,
2025-07-18,,,,0.0,178723.66,178244.04,-479.62,-0.27%,0.0,625.8449096679688,20895.650390625,,,
2025-07-17,,,,0.0,175641.81,178723.66,3081.85,1.75%,0.0,626.3035888671875,20885.650390625,,,
2025-07-16,,,,0.0,174884.7,175641.81,757.11,0.43%,0.0,622.494140625,20730.490234375,,,
2025-07-15,,,,0.0,175235.26,174884.7,-350.56,-0.20%,0.0,620.419921875,20677.80078125,,,
2025-07-14,,,,0.0,173575.5,175235.26,1659.76,0.96%,0.0,623.08251953125,20640.330078125,,,
2025-07-11,,,,0.0,174710.25,173575.5,-1134.75,-0.65%,0.0,621.8958129882812,20585.529296875,,,
2025-07-10,,,,0.0,173088.33,174710.25,1621.92,0.94%,0.0,624.0897827148438,20630.66015625,,,
2025-07-09,,,,0.0,170945.73,173088.33,2142.6,1.25%,0.0,622.3345947265625,20611.33984375,,,
2025-07-08,,,,0.0,170418.24,170945.73,527.49,0.31%,0.0,618.6249389648438,20418.4609375,,,
2025-07-07,,,,0.0,173509.07,170418.24,-3090.83,-1.78%,0.0,618.9639892578125,20412.51953125,,,
2025-07-03,,,,0.0,170990.03,173509.07,2519.04,1.47%,0.0,623.611083984375,20601.099609375,,,
2025-07-02,,,,0.0,168605.49,170990.03,2384.54,1.41%,0.0,618.734619140625,20393.130859375,,,
2025-07-01,,,,0.0,169975.0,168605.49,-1369.51,-0.81%,0.0,615.9423828125,20202.890625,,,
2025-06-30,,,,0.0,167685.92,169975.0,2289.08,1.37%,0.0,616.1417846679688,20369.73046875,,,
2025-06-27,,,,0.0,166437.28,167685.92,1248.64,0.75%,0.0,613.2098999023438,20273.4609375,,,
2025-06-26,,,,0.0,164448.01,166437.28,1989.27,1.21%,0.0,610.1783447265625,20167.91015625,,,
2025-06-25,,,,0.0,163519.99,164448.01,928.02,0.57%,0.0,605.4414672851562,19973.55078125,,,
2025-06-24,,,,0.0,161700.95,163519.99,1819.04,1.12%,0.0,605.1024169921875,19912.529296875,,,
2025-06-23,,,,0.0,157114.23,161700.95,4586.72,2.92%,0.0,598.49072265625,19630.970703125,,,
2025-06-20,,,,0.0,158002.81,157114.23,-888.58,-0.56%,0.0,592.636962890625,19447.41015625,,,
2025-06-18,,,,0.0,157553.71,158002.81,449.1,0.29%,0.0,594.0321044921875,19546.26953125,,,
2025-06-17,,,,0.0,161276.66,157553.71,-3722.95,-2.31%,0.0,594.12158203125,19521.08984375,,,
2025-06-16,,,,0.0,156827.58,161276.66,4449.08,2.84%,0.0,599.2421875,19701.2109375,,,
2025-06-13,,,,0.0,159309.84,156827.58,-2482.26,-1.56%,0.0,593.5946044921875,19406.830078125,,,
2025-06-12,,,,0.0,159450.0,159309.84,-140.16,-0.09%,0.0,600.3060913085938,19662.490234375,,,
2025-06-11,,,,0.0,160820.0,159450.0,-1370.0,-0.85%,0.0,597.9297485351562,19615.880859375,,,
2025-06-10,,,,0.0,160868.0,160820.0,-48.0,-0.03%,0.0,599.6399536132812,19714.990234375,,,
2025-06-09,,,,0.0,158370.25,160868.0,2497.75,1.58%,0.0,596.2593383789062,19591.240234375,,,
2025-06-06,,,,0.0,155301.0,158370.25,3069.25,1.98%,0.0,595.722412109375,19529.94921875,,,
2025-06-05,,,,0.0,157285.73,155301.0,-1984.73,-1.26%,0.0,589.6671142578125,19298.44921875,,,
2025-06-04,,,,0.0,157100.0,157285.73,185.73,0.12%,0.0,592.5307006835938,19460.490234375,,,
2025-06-03,,,,0.0,155260.29,157100.0,1839.71,1.18%,0.0,592.6898193359375,19398.9609375,,,
2025-06-02,,,,0.0,152108.05,155260.29,3152.24,2.07%,0.0,589.3291015625,19242.609375,,,
2025-05-30,,,,0.0,153081.0,152108.05,-972.95,-0.64%,0.0,586.0280151367188,19113.76953125,,,
2025-05-29,,,,0.0,152625.0,153081.0,456.0,0.30%,0.0,586.6842651367188,19175.869140625,,,
2025-05-28,,,,0.0,154319.0,152625.0,-1694.0,-1.10%,0.0,584.37744140625,19100.939453125,,,
2025-05-27,,,,0.0,148392.0,154319.0,5927.0,3.99%,0.0,587.7780151367188,19199.16015625,,,
2025-05-23,,,,0.0,151101.0,148392.0,-2709.0,-1.79%,0.0,575.806640625,18737.2109375,,,
2025-05-22,,,,0.0,151989.76,151101.0,-888.76,-0.58%,0.0,579.7639770507812,18925.740234375,,,
2025-05-21,,,,0.0,151989.76,151989.76,0.0,0.00%,0.0,579.5352783203125,18872.640625,,,
