Trade_ID,Ticker,Status,Open_Date,Closed_Date,Shares,Avg_Entry,Avg_Exit,Total_Cost,Realized_PL,Unrealized_PL,Return_Pct,Buy_Rule,Sell_Rule,Notes,Amount,Value,Stop_Loss
202501-014,GRMN,CLOSED,2025-01-28 09:30,2025-01-29 16:00,100.0,220.15,215.9,22015.0,-425.0,0.0,-1.9305019305019304,History,History,Imported,0.0,0.0,0.0
202501-015,ISRG,CLOSED,2025-01-28 09:30,2025-01-31 16:00,26.0,572.67,573.26,14889.419999999998,15.340000000000828,0.0,0.1030261756334419,History,History,Imported,0.0,0.0,0.0
202501-016,APP,CLOSED,2025-01-29 09:30,2025-02-20 16:00,88.0,390.2,427.96,34337.6,3322.879999999999,0.0,9.677088672475652,History,History,Imported,0.0,0.0,0.0
202501-017,XYZ,CLOSED,2025-01-29 09:30,2025-02-04 16:00,225.0,89.73,85.7,20189.25,-906.7500000000002,0.0,-4.491251532374903,History,History,Imported,0.0,0.0,0.0
202501-018,UAL,CLOSED,2025-01-29 09:30,2025-01-31 16:00,210.0,108.48,106.47,22780.8,-422.10000000000105,0.0,-1.8528761061946948,History,History,Imported,0.0,0.0,0.0
202501-019,SHOP,CLOSED,2025-01-30 09:30,2025-01-31 16:00,200.0,119.49,116.47,23898.0,-603.9999999999992,0.0,-2.52740815130973,History,History,Imported,0.0,0.0,0.0
202501-020,SNOW,CLOSED,2025-01-31 09:30,2025-02-05 16:00,120.0,185.50999999999996,183.73,22261.199999999997,-213.60000000000016,0.0,-0.9595170071694256,History,History,Imported,0.0,0.0,0.0
202502-001,IBKR,CLOSED,2025-02-03 09:30,2025-02-05 16:00,90.0,223.73,224.07,20135.7,30.600000000000307,0.0,0.151968891074064,History,History,Imported,0.0,0.0,0.0
202502-002,COST,CLOSED,2025-02-03 09:30,2025-02-10 16:00,12.0,994.27,1049.91,11931.24,667.6800000000012,0.0,5.59606545505749,History,History,Imported,0.0,0.0,0.0
202502-003,NFLX,CLOSED,2025-02-03 09:30,2025-02-18 16:00,23.0,983.61,1035.18,22623.03,1186.110000000001,0.0,5.242931649739231,History,History,Imported,0.0,0.0,0.0
202502-004,ISRG,CLOSED,2025-02-04 09:30,2025-02-05 16:00,36.0,591.3499999999999,588.21,21288.6,-113.03999999999952,0.0,-0.5309884163355013,History,History,Imported,0.0,0.0,0.0
202502-005,IOT,CLOSED,2025-02-05 09:30,2025-02-19 16:00,623.0,55.3,58.57999999999999,34451.9,2043.4400000000007,0.0,5.931283905967452,History,History,Imported,0.0,0.0,0.0
202502-006,AXON,CLOSED,2025-02-05 09:30,2025-02-10 16:00,33.0,678.93,675.0,22404.69,-129.68999999999835,0.0,-0.5788520171446173,History,History,Imported,0.0,0.0,0.0
202502-007,DUOL,CLOSED,2025-02-12 09:30,2025-02-18 16:00,45.0,386.0,428.8200000000001,17370.0,1926.8999999999996,0.0,11.093264248704662,History,History,Imported,0.0,0.0,0.0
202502-008,ARKK,CLOSED,2025-02-12 09:30,2025-02-19 16:00,540.0,62.56,67.13,33782.4,2467.7999999999965,0.0,7.304987212276204,History,History,Imported,0.0,0.0,0.0
202502-009,SHOP,CLOSED,2025-02-12 09:30,2025-02-18 16:00,144.0,122.0,126.92,17568.0,708.4800000000002,0.0,4.032786885245903,History,History,Imported,0.0,0.0,0.0
202502-010,SNOW,CLOSED,2025-02-12 09:30,2025-02-13 16:00,93.0,187.92,192.21000000000004,17476.559999999998,398.9700000000019,0.0,2.2828863346104837,History,History,Imported,0.0,0.0,0.0
202502-011,GTLB,CLOSED,2025-02-12 09:30,2025-02-13 16:00,246.0,70.32,70.52,17298.719999999998,49.2000000000007,0.0,0.2844141069397082,History,History,Imported,0.0,0.0,0.0
202502-012,AXON,CLOSED,2025-02-14 09:30,2025-02-19 16:00,54.0,675.09,669.9599999999999,36454.86,-277.01999999999975,0.0,-0.7598986801759758,History,History,Imported,0.0,0.0,0.0
202502-013,TWLO,CLOSED,2025-02-18 09:30,2025-02-19 16:00,154.0,125.43,120.4,19316.22,-774.6200000000001,0.0,-4.010204895160648,History,History,Imported,0.0,0.0,0.0
202502-014,META,CLOSED,2025-02-19 09:30,2025-02-20 16:00,51.0,699.14,696.95,35656.14,-111.689999999997,0.0,-0.3132419830076867,History,History,Imported,0.0,0.0,0.0
202502-015,ARKK,CLOSED,2025-02-19 09:30,2025-02-19 16:00,540.0,66.66,65.51,35996.4,-620.9999999999955,0.0,-1.7251725172517125,History,History,Imported,0.0,0.0,0.0
202502-016,PLTR,CLOSED,2025-02-20 09:30,2025-02-21 16:00,155.0,105.09,101.75,16288.95,-517.7000000000005,0.0,-3.178228185364929,History,History,Imported,0.0,0.0,0.0
202502-017,META,CLOSED,2025-02-25 09:30,2025-02-27 16:00,48.0,658.93,658.6999999999999,31628.64,-11.039999999995416,0.0,-0.0349050733765201,History,History,Imported,0.0,0.0,0.0
202502-018,NFLX,CLOSED,2025-02-25 09:30,2025-02-27 16:00,32.0,977.13,964.0,31268.16,-420.15999999999985,0.0,-1.343731130965173,History,History,Imported,0.0,0.0,0.0
202502-019,SPOT,CLOSED,2025-02-26 09:30,2025-02-27 16:00,52.0,605.43,592.25,31482.359999999997,-685.3599999999974,0.0,-2.176965132220067,History,History,Imported,0.0,0.0,0.0
202502-020,NET,CLOSED,2025-02-28 09:30,2025-03-03 16:00,105.0,143.32,142.79000000000002,15048.6,-55.65000000000012,0.0,-0.3698018420318177,History,History,Imported,0.0,0.0,0.0
202502-021,NFLX,CLOSED,2025-02-28 09:30,2025-03-03 16:00,30.0,975.7899999999998,968.76,29273.699999999997,-210.8999999999992,0.0,-0.7204418983592754,History,History,Imported,0.0,0.0,0.0
202502-022,TSLA,CLOSED,2025-02-28 09:30,2025-03-03 16:00,93.0,291.21,281.33,27082.53,-918.8399999999996,0.0,-3.392740633906801,History,History,Imported,0.0,0.0,0.0
202502-023,TQQQ,CLOSED,2025-02-28 09:30,2025-03-03 16:00,684.0,71.56,70.0,48947.04,-1067.0400000000016,0.0,-2.179988820570154,History,History,Imported,0.0,0.0,0.0
202503-001,PLTR,CLOSED,2025-03-03 09:30,2025-03-03 16:00,340.0,88.96000000000001,83.16000000000001,30246.4,-1971.999999999999,0.0,-6.5197841726618675,History,History,Imported,0.0,0.0,0.0
202503-002,TQQQ,CLOSED,2025-03-19 09:30,2025-03-20 16:00,243.0,61.91,61.06,15044.13,-206.54999999999865,0.0,-1.372960749475035,History,History,Imported,0.0,0.0,0.0
202503-003,DASH,CLOSED,2025-03-19 09:30,2025-03-20 16:00,80.0,190.52,191.2,15241.6,54.39999999999827,0.0,0.356917908880946,History,History,Imported,0.0,0.0,0.0
202503-004,TQQQ,CLOSED,2025-03-24 09:30,2025-03-26 16:00,240.0,65.21,64.44,15650.399999999998,-184.79999999999905,0.0,-1.180800490722276,History,History,Imported,0.0,0.0,0.0
202503-005,PLTR,CLOSED,2025-03-24 09:30,2025-03-28 16:00,377.0,94.41,90.54,35592.57,-1458.9899999999964,0.0,-4.099142040038122,History,History,Imported,0.0,0.0,0.0
202503-006,UPRO,CLOSED,2025-03-24 09:30,2025-03-28 16:00,239.0,79.87,80.31,19088.93,105.15999999999946,0.0,0.5508952047076471,History,History,Imported,0.0,0.0,0.0
202503-007,DOCS,CLOSED,2025-03-25 09:30,2025-03-26 16:00,225.0,67.19,64.21,15117.75,-670.5000000000009,0.0,-4.43518380711416,History,History,Imported,0.0,0.0,0.0
202503-008,SPOT,CLOSED,2025-03-27 09:30,2025-03-28 16:00,27.0,582.33,584.79,15722.910000000002,66.41999999999791,0.0,0.4224408840348123,History,History,Imported,0.0,0.0,0.0
202504-001,TQQQ,CLOSED,2025-04-11 09:30,2025-04-16 16:00,78.0,48.510000000000005,47.059999999999995,3783.78,-113.09999999999968,0.0,-2.9890744176458375,History,History,Imported,0.0,0.0,0.0
202504-002,QQQ,CLOSED,2025-04-11 09:30,2025-04-15 16:00,33.0,454.21,460.81,14988.929999999998,217.80000000000075,0.0,1.4530723674071515,History,History,Imported,0.0,0.0,0.0
202504-003,HOOD,CLOSED,2025-04-11 09:30,2025-04-16 16:00,327.0,43.6,41.51,14257.2,-683.4300000000011,0.0,-4.793577981651383,History,History,Imported,0.0,0.0,0.0
202504-004,PLTR,CLOSED,2025-04-11 09:30,2025-04-16 16:00,225.0,95.6,92.53,21510.0,-690.7499999999984,0.0,-3.2112970711297,History,History,Imported,0.0,0.0,0.0
202504-005,TQQQ,CLOSED,2025-04-22 09:30,2025-07-11 16:00,1423.0,64.61,74.38000000000001,91940.03,13902.709999999994,0.0,15.121498220089762,History,History,Imported,0.0,0.0,0.0
202504-006,SPOT,CLOSED,2025-04-23 09:30,2025-04-29 16:00,25.0,607.49,558.3,15187.25,-1229.7500000000014,0.0,-8.097252629672926,History,History,Imported,0.0,0.0,0.0
202504-007,DASH,CLOSED,2025-04-23 09:30,2025-05-07 16:00,81.0,186.11,184.55,15074.910000000002,-126.36000000000018,0.0,-0.8382139594863265,History,History,Imported,0.0,0.0,0.0
202504-008,HOOD,CLOSED,2025-04-23 09:30,2025-11-07 16:00,3045.0,84.28999999999999,101.1,256663.05,51186.44999999996,0.0,19.94305374303,History,History,Imported,0.0,0.0,0.0
202504-009,PLTR,CLOSED,2025-04-23 09:30,2025-09-04 16:00,1100.0,134.96,147.22,148456.0,13485.999999999987,0.0,9.08417308832246,History,History,Imported,0.0,0.0,0.0
202504-010,TSLA,CLOSED,2025-04-28 09:30,2025-04-29 16:00,26.0,294.34,280.9,7652.839999999999,-349.43999999999994,0.0,-4.566147992117958,History,History,Imported,0.0,0.0,0.0
202504-011,SPOT,CLOSED,2025-04-29 09:30,2025-07-18 16:00,107.0,637.9900000000001,669.23,68264.93000000001,3342.680000000001,0.0,4.896628473800531,History,History,Imported,0.0,0.0,0.0
202504-012,TQQQ,CLOSED,2025-04-29 09:30,2025-11-07 16:00,882.0,51.93,96.85,45802.26,39619.439999999995,0.0,86.50105911804351,br7.1 TQQQ Strategy,sr8 TQQQ Strategy Exit,Imported,0.0,0.0,0.0
202504-013,GEV,CLOSED,2025-04-30 09:30,2025-08-20 16:00,174.0,476.31999999999994,598.8199999999999,82879.68,21315.00000000001,0.0,25.718004702720876,History,History,Imported,0.0,0.0,0.0
202504-014,HIMS,CLOSED,2025-04-30 09:30,2025-06-23 16:00,1555.0,49.15,49.14,76428.25,-15.549999999996906,0.0,-0.0203458799593041,History,History,Imported,0.0,0.0,0.0
202504-015,BKNG,CLOSED,2025-04-30 09:30,2025-05-09 16:00,3.0,5039.17,5112.61,15117.51,220.3199999999988,0.0,1.4573828626539609,History,History,Imported,0.0,0.0,0.0
202505-001,ODD,CLOSED,2025-05-01 09:30,2025-05-13 16:00,351.0,62.91,61.98,22081.41,-326.4299999999999,0.0,-1.478302336671435,History,History,Imported,0.0,0.0,0.0
202505-002,RBRK,CLOSED,2025-05-05 09:30,2025-06-10 16:00,354.0,83.83,90.27,29675.82,2279.7599999999993,0.0,7.68221400453298,History,History,Imported,0.0,0.0,0.0
202505-003,FETH,CLOSED,2025-05-08 09:30,2025-05-14 16:00,334.0,22.32,26.15,7454.88,1279.2199999999991,0.0,17.159498207885296,History,History,Imported,0.0,0.0,0.0
202505-004,TSLA,CLOSED,2025-05-09 09:30,2025-06-05 16:00,93.0,313.22,314.27,29129.460000000003,97.64999999999576,0.0,0.3352276355277295,History,History,Imported,0.0,0.0,0.0
202505-005,GDX,CLOSED,2025-05-09 09:30,2025-05-12 16:00,657.0,50.17,47.78,32961.69,-1570.2300000000005,0.0,-4.763803069563485,History,History,Imported,0.0,0.0,0.0
202505-006,RBLX,CLOSED,2025-05-12 09:30,2025-05-20 16:00,336.0,74.3,81.16,24964.8,2304.96,0.0,9.232839838492598,History,History,Imported,0.0,0.0,0.0
202505-007,CRWV,CLOSED,2025-05-12 09:30,2025-07-29 16:00,900.0,111.86,133.33,100674.0,19323.00000000001,0.0,19.19363490076883,History,History,Imported,0.0,0.0,0.0
202505-008,UBER,CLOSED,2025-05-12 09:30,2025-05-20 16:00,315.0,86.68,91.46,27304.2,1505.699999999996,0.0,5.5145362251961085,History,History,Imported,0.0,0.0,0.0
202505-009,NVDA,CLOSED,2025-05-13 09:30,2025-08-20 16:00,500.0,142.72,171.78,71360.0,14530.000000000002,0.0,20.361547085201796,History,History,Imported,0.0,0.0,0.0
202505-010,NFLX,CLOSED,2025-05-14 09:30,2025-05-23 16:00,25.0,1154.04,1185.73,28851.0,792.2500000000014,0.0,2.746005337769926,History,History,Imported,0.0,0.0,0.0
202505-011,BIRK,CLOSED,2025-05-16 09:30,2025-05-16 16:00,327.0,58.07,56.9,18988.89,-382.59000000000054,0.0,-2.0148097124160524,History,History,Imported,0.0,0.0,0.0
202505-012,BROS,CLOSED,2025-05-16 09:30,2025-05-19 16:00,393.0,72.86,73.15,28633.98,113.97000000000246,0.0,0.3980236069173843,History,History,Imported,0.0,0.0,0.0
202505-013,APP,CLOSED,2025-05-19 09:30,2025-05-20 16:00,54.0,372.64,368.51,20122.56,-223.01999999999975,0.0,-1.1083082868183758,History,History,Imported,0.0,0.0,0.0
202505-014,DUOL,CLOSED,2025-05-20 09:30,2025-05-20 16:00,15.0,526.61,521.4,7899.150000000001,-78.15000000000055,0.0,-0.9893469550521328,History,History,Imported,0.0,0.0,0.0
202505-015,META,CLOSED,2025-05-21 09:30,2025-05-21 16:00,63.0,644.81,633.29,40623.03,-725.7599999999989,0.0,-1.7865727888835443,History,History,Imported,0.0,0.0,0.0
202505-016,TOST,CLOSED,2025-05-22 09:30,2025-05-23 16:00,699.0,42.82,42.559999999999995,29931.18,-181.73999999999864,0.0,-0.607192900513774,History,History,Imported,0.0,0.0,0.0
202505-017,IBIT,CLOSED,2025-05-22 09:30,2025-05-23 16:00,150.0,62.5,61.63,9375.0,-130.4999999999996,0.0,-1.3919999999999957,History,History,Imported,0.0,0.0,0.0
202505-018,SE,CLOSED,2025-05-23 09:30,2025-05-29 16:00,125.0,165.03,160.78,20628.75,-531.25,0.0,-2.575289341331879,History,History,Imported,0.0,0.0,0.0
202505-019,OKLO,CLOSED,2025-05-27 09:30,2025-05-29 16:00,768.0,52.72,52.27,40488.96,-345.5999999999967,0.0,-0.853566009104696,History,History,Imported,0.0,0.0,0.0
202505-020,AS,CLOSED,2025-05-27 09:30,2025-05-29 16:00,525.0,38.29,36.73,20102.25,-819.0000000000011,0.0,-4.074170801775926,History,History,Imported,0.0,0.0,0.0
202505-021,LTBR,CLOSED,2025-05-28 09:30,2025-05-28 16:00,500.0,17.32,16.8,8660.0,-259.9999999999998,0.0,-3.002309468822168,History,History,Imported,0.0,0.0,0.0
202505-022,DUOL,CLOSED,2025-05-30 09:30,2025-06-09 16:00,81.0,504.35,499.13999999999993,40852.35,-422.01000000000295,0.0,-1.033012788737987,History,History,Imported,0.0,0.0,0.0
202506-001,ETOR,CLOSED,2025-06-05 09:30,2025-06-05 16:00,348.0,69.5,63.38,24186.0,-2129.7599999999993,0.0,-8.80575539568345,History,History,Imported,0.0,0.0,0.0
202506-002,NBIS,CLOSED,2025-06-05 09:30,2025-06-20 16:00,466.0,48.150000000000006,48.09,22437.9,-27.95999999999775,0.0,-0.1246105919003014,History,History,Imported,0.0,0.0,0.0
202506-003,VIK,CLOSED,2025-06-06 09:30,2025-06-09 16:00,452.0,48.59,48.540000000000006,21962.68,-22.600000000001927,0.0,-0.1029018316526122,History,History,Imported,0.0,0.0,0.0
202506-004,ETOR,CLOSED,2025-06-09 09:30,2025-06-11 16:00,126.0,69.33,65.0,8735.58,-545.5799999999998,0.0,-6.2454925717582555,History,History,Imported,0.0,0.0,0.0
202506-005,OKLO,CLOSED,2025-06-09 09:30,2025-06-20 16:00,585.0,57.75,57.87,33783.75,70.19999999999851,0.0,0.2077922077922033,History,History,Imported,0.0,0.0,0.0
202506-006,AMZN,CLOSED,2025-06-09 09:30,2025-06-11 16:00,160.0,216.47999999999996,214.59,34636.799999999996,-302.3999999999978,0.0,-0.8730598669622999,History,History,Imported,0.0,0.0,0.0
202506-007,NRG,CLOSED,2025-06-11 09:30,2025-06-17 16:00,159.0,151.10000000000002,151.91,24024.9,128.79000000000036,0.0,0.536068828590339,History,History,Imported,0.0,0.0,0.0
202506-008,SHOP,CLOSED,2025-06-11 09:30,2025-06-12 16:00,215.0,112.69,109.77,24228.35,-627.8000000000004,0.0,-2.5911793415564843,History,History,Imported,0.0,0.0,0.0
202506-009,BROS,CLOSED,2025-06-23 09:30,2025-06-26 16:00,675.0,68.8,66.48,46440.0,-1565.9999999999957,0.0,-3.372093023255804,History,History,Imported,0.0,0.0,0.0
202506-010,RBRK,CLOSED,2025-06-23 09:30,2025-06-24 16:00,390.0,89.29000000000002,89.16000000000001,34823.100000000006,-50.70000000000377,0.0,-0.1455930115354571,History,History,Imported,0.0,0.0,0.0
202506-011,NET,CLOSED,2025-06-23 09:30,2025-07-10 16:00,235.0,183.88,184.45,43211.8,133.9499999999984,0.0,0.3099847726778296,History,History,Imported,0.0,0.0,0.0
202506-012,CRCL,CLOSED,2025-06-26 09:30,2025-06-27 16:00,90.0,209.33,202.81,18839.7,-586.8000000000009,0.0,-3.114699278650938,History,History,Imported,0.0,0.0,0.0
202506-013,CHYM,CLOSED,2025-06-30 09:30,2025-07-02 16:00,420.0,33.339999999999996,31.25,14002.8,-877.8000000000014,0.0,-6.268746250749861,History,History,Imported,0.0,0.0,0.0
202507-001,AMD,CLOSED,2025-07-01 09:30,2025-08-20 16:00,653.0,157.88,168.64,103095.64,7026.279999999994,0.0,6.8153027615910755,History,History,Imported,0.0,0.0,0.0
202507-002,CRDO,CLOSED,2025-07-03 09:30,2025-07-18 16:00,542.0,93.06,91.2,50438.52,-1008.1199999999995,0.0,-1.998710509348807,History,History,Imported,0.0,0.0,0.0
202507-003,SHOP,CLOSED,2025-07-03 09:30,2025-07-08 16:00,246.0,117.01,111.9,28784.460000000003,-1257.06,0.0,-4.367148106999401,History,History,Imported,0.0,0.0,0.0
202507-004,CRCL,CLOSED,2025-07-08 09:30,2025-07-11 16:00,85.0,196.32,195.12,16687.2,-101.99999999999903,0.0,-0.6112469437652753,History,History,Imported,0.0,0.0,0.0
202507-005,ARKK,CLOSED,2025-07-09 09:30,2025-07-11 16:00,210.0,72.22,72.71000000000001,15166.2,102.89999999999893,0.0,0.6784824148435264,History,History,Imported,0.0,0.0,0.0
202507-006,AMZN,CLOSED,2025-07-10 09:30,2025-07-30 16:00,100.0,20.76,24.73,2076.0,396.9999999999999,0.0,19.12331406551059,History,History,Imported,0.0,0.0,0.0
202507-007,GOOGL,CLOSED,2025-07-10 09:30,2025-08-11 16:00,180.0,189.02,200.65,34023.6,2093.399999999999,0.0,6.15278806475505,History,History,Imported,0.0,0.0,0.0
202507-008,FNGO,CLOSED,2025-07-14 09:30,2025-07-16 16:00,425.0,108.74,108.23,46214.5,-216.7499999999961,0.0,-0.4690086444730466,History,History,Imported,0.0,0.0,0.0
202507-009,TQQQ,CLOSED,2025-07-16 09:30,2025-07-22 16:00,563.0,85.64999999999999,86.53,48220.95,495.43999999999744,0.0,1.0274372446001114,History,History,Imported,0.0,0.0,0.0
202507-010,ETHU,CLOSED,2025-07-17 09:30,2025-08-04 16:00,134.0,112.42,112.65,15064.28,30.820000000000533,0.0,0.2045899306173314,History,History,Imported,0.0,0.0,0.0
202507-011,CRDO,CLOSED,2025-07-18 09:30,2025-07-21 16:00,542.0,92.26,90.55,50004.920000000006,-926.8200000000044,0.0,-1.853457619770223,History,History,Imported,0.0,0.0,0.0
202507-012,SNOW,CLOSED,2025-07-18 09:30,2025-07-22 16:00,231.0,216.32,214.75,49969.92,-362.6699999999984,0.0,-0.7257766272189318,History,History,Imported,0.0,0.0,0.0
202507-013,TSLA,CLOSED,2025-07-18 09:30,2025-07-21 16:00,100.0,329.08,328.42,32908.0,-65.99999999999682,0.0,-0.2005591345569369,History,History,Imported,0.0,0.0,0.0
202507-014,IREN,CLOSED,2025-07-18 09:30,2025-07-31 16:00,1000.0,18.68,17.85,18680.0,-829.9999999999983,0.0,-4.443254817987143,History,History,Imported,0.0,0.0,0.0
202507-015,COIN,CLOSED,2025-07-21 09:30,2025-07-29 16:00,45.0,404.03,371.41,18181.35,-1467.8999999999976,0.0,-8.073657896690827,History,History,Imported,0.0,0.0,0.0
202507-016,NFLX,CLOSED,2025-07-21 09:30,2025-07-22 16:00,13.0,1234.4199999999998,1193.51,16047.46,-531.8300000000011,0.0,-3.3141070300222037,History,History,Imported,0.0,0.0,0.0
202507-017,TSLA,CLOSED,2025-07-21 09:30,2025-07-30 16:00,4.0,1406.68,1316.75,5626.72,-359.72000000000025,0.0,-6.39306736429039,History,History,Imported,0.0,0.0,0.0
202507-018,SOFI,CLOSED,2025-07-22 09:30,2025-10-03 16:00,2382.0,24.81,25.33,59097.42,1238.639999999999,0.0,2.0959290608625536,History,History,Imported,0.0,0.0,0.0
202507-019,CRDO,CLOSED,2025-07-23 09:30,2025-08-13 16:00,443.0,99.74,118.31,44184.82,8226.510000000004,0.0,18.618407860437145,History,History,Imported,0.0,0.0,0.0
202507-020,CRWV,CLOSED,2025-07-29 09:30,2025-07-29 16:00,304.0,111.17,109.05,33795.68,-644.4800000000014,0.0,-1.9069892956732972,History,History,Imported,0.0,0.0,0.0
202507-021,CRWV,CLOSED,2025-07-31 09:30,2025-08-01 16:00,147.0,113.97,103.73,16753.59,-1505.2799999999993,0.0,-8.984820566815824,History,History,Imported,0.0,0.0,0.0
202507-022,COIN,CLOSED,2025-07-31 09:30,2025-08-01 16:00,50.0,377.97,322.11,18898.5,-2793.000000000001,0.0,-14.778950710373843,History,History,Imported,0.0,0.0,0.0
202507-023,TQQQ,CLOSED,2025-07-31 09:30,2025-08-11 16:00,181.0,86.53,92.23,15661.93,1031.7000000000005,0.0,6.587310759274244,History,History,Imported,0.0,0.0,0.0
202508-001,ARKK,CLOSED,2025-08-01 09:30,2025-08-11 16:00,425.0,71.41,74.5,30349.25,1313.2500000000014,0.0,4.327125052513658,History,History,Imported,0.0,0.0,0.0
202508-002,META,CLOSED,2025-08-01 09:30,2025-08-11 16:00,47.0,761.91,768.19,35809.77,295.16000000000406,0.0,0.8242443333202198,History,History,Imported,0.0,0.0,0.0
202508-003,NBIS,CLOSED,2025-08-01 09:30,2025-10-16 16:00,430.0,100.77,125.9,43331.1,10805.900000000003,0.0,24.937977572690293,History,History,Imported,0.0,0.0,0.0
202508-004,NET,CLOSED,2025-08-04 09:30,2025-08-08 16:00,154.0,206.93,205.67,31867.22,-194.04000000000295,0.0,-0.6089015609143281,History,History,Imported,0.0,0.0,0.0
202508-005,ZETA,CLOSED,2025-08-07 09:30,2025-08-07 16:00,750.0,20.58,20.09,15434.999999999998,-367.4999999999988,0.0,-2.3809523809523734,History,History,Imported,0.0,0.0,0.0
202508-006,CRWV,CLOSED,2025-08-07 09:30,2025-08-13 16:00,382.0,127.31,124.33,48632.42,-1138.3600000000015,0.0,-2.340743068101488,History,History,Imported,0.0,0.0,0.0
202508-007,RKLB,CLOSED,2025-08-08 09:30,2025-08-08 16:00,476.0,46.54,45.23,22153.04,-623.5600000000011,0.0,-2.8147829823807524,History,History,Imported,0.0,0.0,0.0
202508-008,SHOP,CLOSED,2025-08-13 09:30,2025-08-15 16:00,381.0,150.34,142.19,57279.54,-3105.1500000000024,0.0,-5.421045629905551,History,History,Imported,0.0,0.0,0.0
202508-009,APP,CLOSED,2025-08-14 09:30,2025-08-20 16:00,128.0,435.57,407.02,55752.96,-3654.4000000000015,0.0,-6.554629565856238,History,History,Imported,0.0,0.0,0.0
202508-010,RBLX,CLOSED,2025-08-14 09:30,2025-08-20 16:00,526.0,124.25,115.52,65355.5,-4591.980000000002,0.0,-7.026156941649902,History,History,Imported,0.0,0.0,0.0
202508-011,NFLX,CLOSED,2025-08-14 09:30,2025-08-20 16:00,45.0,1239.35,1209.75,55770.74999999999,-1331.999999999996,0.0,-2.3883487311897293,History,History,Imported,0.0,0.0,0.0
